Average_Reward,SEM_Reward,Optimal_Action_Percentage
1.501856951926960226e+00,8.232788836176441194e-02,7.900000000000000000e+01
1.243968827597967231e+00,8.671483750146577463e-02,7.150000000000000000e+01
1.418408073159063809e+00,9.062030853294728017e-02,7.450000000000000000e+01
1.362171064193462344e+00,8.869866884344743130e-02,7.100000000000000000e+01
1.318666989819426094e+00,8.998183669887088731e-02,6.850000000000000000e+01
1.243801419024044508e+00,9.254353563937833815e-02,7.200000000000000000e+01
1.277966582181513155e+00,9.388038765975269262e-02,7.150000000000000000e+01
1.165157719970414618e+00,8.348047386423392002e-02,7.200000000000000000e+01
1.151282989317585104e+00,9.001165507987478331e-02,6.700000000000000000e+01
1.246980566217206210e+00,8.081717087002218691e-02,6.650000000000000000e+01
1.384713884123066618e+00,8.203850087818198578e-02,6.900000000000000000e+01
1.390932853306403816e+00,8.965003137184086868e-02,7.350000000000000000e+01
1.316301153793003387e+00,8.705241349712186660e-02,7.000000000000000000e+01
1.262900950862936522e+00,8.699665075671925152e-02,7.450000000000000000e+01
1.377168927287333089e+00,7.963944275439244214e-02,7.000000000000000000e+01
1.376571909447134479e+00,8.982706475320474671e-02,6.750000000000000000e+01
1.270809657554091698e+00,8.504762628707127070e-02,6.950000000000000000e+01
1.341916631777908764e+00,8.351924033641190681e-02,6.850000000000000000e+01
1.302317445313151412e+00,8.654028859451992628e-02,6.950000000000000000e+01
1.331451756700168465e+00,8.500620897471525272e-02,6.950000000000000000e+01
1.196677553890867607e+00,1.007349691902092725e-01,6.700000000000000000e+01
1.272595541684517384e+00,9.065077721199034377e-02,6.900000000000000000e+01
1.393806560117184068e+00,9.314312927070023118e-02,6.900000000000000000e+01
1.293180910995768151e+00,8.351572930017174545e-02,7.300000000000000000e+01
1.393781461470176231e+00,9.318967202189029631e-02,7.000000000000000000e+01
1.405627094226975071e+00,8.477117414574877885e-02,6.900000000000000000e+01
1.368350862748892727e+00,8.842775850188473730e-02,6.900000000000000000e+01
1.333052608973885444e+00,8.458754541496527057e-02,7.000000000000000000e+01
1.294585403935593071e+00,7.985311256460372875e-02,7.000000000000000000e+01
1.363149776219028109e+00,8.459976944450103842e-02,7.400000000000000000e+01
1.305061494110476339e+00,8.229138345588749015e-02,7.200000000000000000e+01
1.261330840686753829e+00,8.501062279432126945e-02,7.200000000000000000e+01
1.229389199986999692e+00,8.533977224987965293e-02,6.600000000000000000e+01
1.293546780111825223e+00,8.483214280625629711e-02,6.550000000000000000e+01
1.181509972879603465e+00,9.109838846293349945e-02,6.500000000000000000e+01
1.254339090371578536e+00,9.138702164446321774e-02,6.350000000000000000e+01
1.392039021643632024e+00,8.276616384825490058e-02,7.200000000000000000e+01
1.274366352780154976e+00,8.248004471162941054e-02,7.350000000000000000e+01
1.200710520539332249e+00,7.908331756670010371e-02,7.050000000000000000e+01
1.194754374698329791e+00,8.895068886273435615e-02,6.950000000000000000e+01
1.326989544187372694e+00,8.899818951546233092e-02,7.000000000000000000e+01
1.412862327933983586e+00,8.136125880576959568e-02,7.200000000000000000e+01
1.360837998180573161e+00,8.980364312634453450e-02,7.350000000000000000e+01
1.411953763704676179e+00,8.712247544968043655e-02,7.350000000000000000e+01
1.344590666962973025e+00,8.885355388772578356e-02,7.300000000000000000e+01
1.430826787544472678e+00,8.552969681082357722e-02,7.650000000000000000e+01
1.222461409695865697e+00,9.623086337306867299e-02,6.750000000000000000e+01
1.457801700476729856e+00,8.275308738433349853e-02,7.600000000000000000e+01
1.325000417783011475e+00,7.686226866564321858e-02,7.350000000000000000e+01
1.294282954789111040e+00,9.095212213512901545e-02,6.900000000000000000e+01
1.401470265100063450e+00,9.040725711724291458e-02,7.050000000000000000e+01
1.452019422701467333e+00,8.265183313933251175e-02,7.750000000000000000e+01
1.413786180238638224e+00,7.831028494351147118e-02,7.850000000000000000e+01
1.476408836325507901e+00,9.438278927307737487e-02,7.600000000000000000e+01
1.277879243656201425e+00,8.451777620087572163e-02,7.350000000000000000e+01
1.382115982967389467e+00,8.063814420073658895e-02,7.450000000000000000e+01
1.266023592124859265e+00,8.563511071538540409e-02,7.550000000000000000e+01
1.180473952678167571e+00,8.601217907622686620e-02,7.350000000000000000e+01
1.376339264348327207e+00,9.178432616032330960e-02,7.100000000000000000e+01
1.288348632449644704e+00,8.682588432338238238e-02,7.350000000000000000e+01
1.322336365461141305e+00,9.020430950955202198e-02,7.050000000000000000e+01
1.310160255832863108e+00,8.797997887537116479e-02,7.000000000000000000e+01
1.276580415109564548e+00,8.718926329719986490e-02,7.050000000000000000e+01
1.317900587429348791e+00,8.725590985552257595e-02,7.150000000000000000e+01
1.145860478081960343e+00,8.707790653377130152e-02,7.150000000000000000e+01
1.252592502746418646e+00,8.622091066511128332e-02,6.900000000000000000e+01
1.338870372235224648e+00,9.094207894018903338e-02,6.850000000000000000e+01
1.413427992721373094e+00,8.231630106086926246e-02,6.950000000000000000e+01
1.299640105927257094e+00,7.973149227666395666e-02,7.000000000000000000e+01
1.368281465493263127e+00,7.979277857027004817e-02,6.850000000000000000e+01
1.179247315375498983e+00,7.885441680467707160e-02,7.200000000000000000e+01
1.403083809575551566e+00,9.426922833089169951e-02,7.550000000000000000e+01
1.249832785722623463e+00,9.117511804352990135e-02,7.450000000000000000e+01
1.296653136664981165e+00,7.961246206853465901e-02,7.500000000000000000e+01
1.379037520538065831e+00,8.375147435337851332e-02,7.400000000000000000e+01
1.460639202433504868e+00,8.513180883267963683e-02,7.500000000000000000e+01
1.400687362291723081e+00,8.163988294913195054e-02,7.750000000000000000e+01
1.362536748883621307e+00,8.682811209313825995e-02,7.400000000000000000e+01
1.426054437398516450e+00,8.071005757338882425e-02,7.600000000000000000e+01
1.311015641075299998e+00,8.181402387696214140e-02,7.600000000000000000e+01
1.376472829811175913e+00,8.706959403055790359e-02,7.700000000000000000e+01
1.368107038463824310e+00,8.536545772607091742e-02,7.700000000000000000e+01
1.398556521864547264e+00,8.759966003251205835e-02,7.350000000000000000e+01
1.337845711247171998e+00,8.558131797853875400e-02,7.450000000000000000e+01
1.380357133188534258e+00,8.365618530871994640e-02,7.500000000000000000e+01
1.286579244798608856e+00,8.765444008516568020e-02,6.950000000000000000e+01
1.406210414566778200e+00,7.903683030185984504e-02,7.400000000000000000e+01
1.298037527366553201e+00,8.390362168312004432e-02,7.050000000000000000e+01
1.323447416367312224e+00,8.434618173251075268e-02,7.250000000000000000e+01
1.411820590136578124e+00,9.043056923666896452e-02,7.150000000000000000e+01
1.384762535169423270e+00,8.373357355551812320e-02,7.650000000000000000e+01
1.244464471538827999e+00,8.413256478381275771e-02,7.800000000000000000e+01
1.495156201313409872e+00,8.711902803592348754e-02,7.300000000000000000e+01
1.306339499496816936e+00,8.108881673222564923e-02,7.300000000000000000e+01
1.468594903019051490e+00,8.350499219991197597e-02,7.800000000000000000e+01
1.369001670069821541e+00,8.499961829755094123e-02,8.200000000000000000e+01
1.348958594522099430e+00,8.068555241969449510e-02,8.000000000000000000e+01
1.486275721464337396e+00,8.559347966942239261e-02,7.450000000000000000e+01
1.408215830037255145e+00,7.993561818529693053e-02,7.950000000000000000e+01
1.383789168451606821e+00,8.394090085398266121e-02,7.650000000000000000e+01
1.336532521922749961e+00,9.339442519963857270e-02,7.600000000000000000e+01
1.280026691380684589e+00,8.743704736633824137e-02,7.550000000000000000e+01
1.331928906579040506e+00,8.385356190409214150e-02,7.100000000000000000e+01
1.258996771911940815e+00,8.561318460123300278e-02,7.050000000000000000e+01
1.246918495202744781e+00,8.621524510971015354e-02,7.350000000000000000e+01
1.284995324101937619e+00,8.664815907631594205e-02,7.350000000000000000e+01
1.336252442742826396e+00,9.616492634225808078e-02,7.700000000000000000e+01
1.376874184773763332e+00,8.729116128383619666e-02,7.550000000000000000e+01
1.330705126292410334e+00,8.743536493819877020e-02,7.300000000000000000e+01
