Average_Reward,SEM_Reward,Optimal_Action_Percentage
1.212353385635884795e+00,9.177623823720335028e-02,7.500000000000000000e+01
1.225062297438787029e+00,8.917193938456446922e-02,7.250000000000000000e+01
1.252114740093223766e+00,9.624255130208340947e-02,7.250000000000000000e+01
1.305450618858644107e+00,8.518141637786708076e-02,7.100000000000000000e+01
1.327779889811672165e+00,8.736073751238372653e-02,7.150000000000000000e+01
1.383878302849663289e+00,8.719943639435920324e-02,7.350000000000000000e+01
1.256413882240516200e+00,8.340804429794475283e-02,7.400000000000000000e+01
1.206952576847386549e+00,8.258006965872052851e-02,7.250000000000000000e+01
1.397389518204497527e+00,8.406032719089065464e-02,7.600000000000000000e+01
1.245440568935213266e+00,9.065288841509661077e-02,7.200000000000000000e+01
1.201573589787071406e+00,9.364424550753347454e-02,7.200000000000000000e+01
1.165969308156750817e+00,8.938636642206049254e-02,7.400000000000000000e+01
1.128154828388347353e+00,8.074622759966926244e-02,7.400000000000000000e+01
1.421659365914922812e+00,9.115701226744886421e-02,7.400000000000000000e+01
1.265265957019498400e+00,9.552417585266421984e-02,7.050000000000000000e+01
1.316648383068393935e+00,9.868612997955246435e-02,7.400000000000000000e+01
1.236200132436163335e+00,8.306281307568692818e-02,7.400000000000000000e+01
1.347957655139238042e+00,8.965911687081652703e-02,7.250000000000000000e+01
1.275583751232182594e+00,9.078370694965830212e-02,7.250000000000000000e+01
1.181848440085780050e+00,8.616275050641399036e-02,7.300000000000000000e+01
1.322039703635160102e+00,7.933999303327304853e-02,7.650000000000000000e+01
1.337230579078772852e+00,8.422427938079300735e-02,7.400000000000000000e+01
1.119186664773456963e+00,9.536983999155659864e-02,7.200000000000000000e+01
1.215802912345611553e+00,8.699738914934142253e-02,7.450000000000000000e+01
1.180588851276660911e+00,9.059468060966588410e-02,7.150000000000000000e+01
1.294170874475157440e+00,8.739276594649834917e-02,7.300000000000000000e+01
1.267098394312327070e+00,8.651597358836411733e-02,7.800000000000000000e+01
1.272148670150328620e+00,8.645511977086731137e-02,7.550000000000000000e+01
1.291490862573284160e+00,8.060710890851864596e-02,7.350000000000000000e+01
1.236498010144602588e+00,8.605953204070460050e-02,7.250000000000000000e+01
1.235601227542252989e+00,9.017533082108925013e-02,7.500000000000000000e+01
1.405916462974639458e+00,8.814520039705306398e-02,7.550000000000000000e+01
1.279022734333837619e+00,8.735175987554827381e-02,7.500000000000000000e+01
1.225663386306987679e+00,9.370637205782697543e-02,7.250000000000000000e+01
1.236487365753917489e+00,9.330083678870967900e-02,7.150000000000000000e+01
1.222651523609776802e+00,9.859873430703185171e-02,7.000000000000000000e+01
1.273572921692288418e+00,8.484596097544527815e-02,7.250000000000000000e+01
1.324579093491614623e+00,9.291722719772095573e-02,7.300000000000000000e+01
1.340976161109855180e+00,8.676774835780977357e-02,7.250000000000000000e+01
1.223419117909383402e+00,9.157958031886474781e-02,7.400000000000000000e+01
1.268311957449521410e+00,9.705677643608949523e-02,7.050000000000000000e+01
1.422240235753022608e+00,8.692883856138733378e-02,7.550000000000000000e+01
1.287279909702064629e+00,9.034364633867147942e-02,7.250000000000000000e+01
1.257075282349876977e+00,9.115097772519772934e-02,7.250000000000000000e+01
1.386640829936919506e+00,8.722482371741056839e-02,7.200000000000000000e+01
1.330330712926245162e+00,8.500717759997432343e-02,7.550000000000000000e+01
1.250720567797104943e+00,9.248253965507283181e-02,7.150000000000000000e+01
1.204252398627450926e+00,8.740297865623662676e-02,7.350000000000000000e+01
1.309332651966169214e+00,8.492046409680351071e-02,7.700000000000000000e+01
